sequence,RiverSensorX,RiverSensorY,RiverSensorZ,RiverSensorADC3
426,-4395,-81,180,1506
427,-4410,-81,207,1472
428,-4410,-69,138,1508
429,-4410,-69,138,1505
430,-4410,-45,132,1506
431,-4389,-90,132,1506
432,-4389,-90,114,1507
433,-4404,-96,114,1508
434,-4383,-96,129,1505
435,-4383,-66,129,1506
436,-4395,-66,123,1506
437,-4395,-81,183,1507
438,-4407,-81,183,1508
439,-4407,-60,165,1505
440,-4389,-108,165,1505
441,-4389,-108,171,1506
442,-4407,-84,171,1506
443,-4422,-84,105,1507
444,-4422,-72,141,1508
445,-4389,-72,141,1505
446,-4389,-78,207,1505
447,-4398,-57,207,1506
448,-4398,-57,162,1506
449,-4440,-87,162,1507
450,-4389,-87,120,1504
451,-4389,-108,120,1504
452,-4419,-108,138,1505
453,-4419,-81,189,1506
454,-4401,-81,189,1507
455,-4401,-60,141,1503
456,-4419,-66,141,1504
457,-4419,-66,165,1505
458,-4380,-111,165,1506
459,-4434,-111,138,1503
460,-4434,-69,138,1504
461,-4401,-69,180,1504
462,-4401,-78,156,1505
463,-4434,-78,156,1506
464,-4434,-78,141,1503
465,-4422,-54,141,1504
466,-4377,-54,132,1505
467,-4377,-75,132,1505
468,-4380,-75,102,1506
469,-4380,-87,129,1503
470,-4398,-87,129,1504
471,-4398,-57,111,1505
472,-4419,-63,111,1506
473,-4419,-63,165,1507
474,-4389,-69,165,1503
475,-4404,-69,120,1504
476,-4404,-84,120,1505
477,-4407,-84,171,1506
478,-4407,-99,132,1503
479,-4377,-99,132,1504
480,-4377,-96,171,1505
481,-4377,-42,171,1506
482,-4377,-42,120,1507
483,-4410,-60,120,1503
484,-4383,-60,174,1504
485,-4383,-81,120,1505
486,-4401,-81,120,1506
487,-4401,-36,150,1503
488,-4407,-69,150,1504
489,-4407,-69,147,1505
490,-4419,-69,147,1506
491,-4377,-69,63,1507
492,-4377,-105,63,1503
493,-4401,-105,156,1504
494,-4401,-87,147,1505
495,-4410,-87,147,1506
496,-4410,-81,90,1507
497,-4404,-63,90,1503
498,-4404,-63,120,1504
499,-4404,-78,120,1505
500,-4389,-78,162,1506
501,-4389,-78,162,1506
502,-4389,-78,180,1503
503,-4389,-66,123,1504
504,-4422,-66,123,1504
505,-4422,-60,132,1505
506,-4401,-75,132,1506
507,-4401,-75,129,1503
508,-4404,-60,129,1503
509,-4407,-60,207,1504
510,-4407,-57,138,1505
511,-4410,-57,138,1506
512,-4410,-60,183,1507
513,-4404,-54,183,1503
514,-4404,-54,132,1504
515,-4422,-75,132,1505
516,-4401,-75,105,1506
517,-4401,-75,105,1506
518,-4386,-75,102,1503
519,-4386,-66,81,1504
520,-4395,-66,81,1505
521,-4395,-51,87,1506
522,-4389,-66,87,1507
523,-4389,-66,102,1503
524,-4416,-84,102,1504
525,-4404,-84,120,1505
526,-4404,-84,120,1506
527,-4404,-84,105,1506
528,-4404,-57,189,1503
529,-4401,-57,189,1504
530,-4401,-69,129,1504
531,-4416,-90,129,1505
532,-4416,-90,129,1506
533,-4404,-69,129,1503
534,-4410,-69,111,1504
535,-4410,-81,174,1504
536,-4401,-81,174,1506
537,-4401,-84,114,1506
538,-4383,-63,114,1503
539,-4383,-63,120,1504
540,-4377,-75,120,1505
541,-4428,-75,147,1505
542,-4428,-81,147,1506
543,-4410,-81,132,1503
544,-4410,-69,138,1504
545,-4383,-69,138,1505
546,-4383,-81,141,1506
547,-4401,-60,141,1506
548,-4401,-60,141,1503
549,-4428,-84,141,1504
550,-4377,-84,192,1504
551,-4377,-69,192,1506
552,-4404,-69,198,1506
553,-4404,-99,150,1503
554,-4386,-99,150,1504
555,-4386,-75,105,1504
556,-4425,-72,105,1505
557,-4425,-72,105,1506
558,-4425,-87,105,1503
559,-4365,-87,138,1504
560,-4365,-99,123,1505
561,-4389,-99,123,1506
562,-4389,-81,114,1506
563,-4386,-90,114,1503
564,-4386,-90,183,1504
565,-4401,-90,183,1504
566,-4404,-90,123,1505
567,-4404,-72,123,1506
568,-4419,-72,147,1503
569,-4419,-90,120,1504
570,-4401,-90,120,1505
571,-4401,-69,150,1506
572,-4416,-72,150,1506
573,-4416,-72,129,1503
574,-4380,-99,129,1504
575,-4401,-99,123,1504
576,-4401,-102,123,1505
577,-4398,-102,147,1506
578,-4398,-75,123,1503
579,-4371,-75,123,1504
580,-4371,-72,183,1505
581,-4398,-105,183,1506
582,-4398,-105,162,1506
583,-4440,-66,162,1503
584,-4410,-66,114,1503
585,-4410,-75,150,1505
586,-4395,-75,150,1506
587,-4395,-84,216,1506
588,-4416,-69,216,1503
589,-4416,-69,96,1504
590,-4395,-66,96,1505
591,-4419,-66,156,1506
592,-4419,-90,156,1507
593,-4422,-90,174,1503
594,-4422,-81,129,1504
595,-4398,-81,129,1505
596,-4398,-60,105,1506
597,-4389,-60,105,1506
598,-4389,-60,111,1503
599,-4416,-87,111,1504
600,-4407,-87,123,1505
601,-4407,-63,123,1506
602,-4368,-63,162,1503
603,-4368,-90,141,1504
604,-4383,-90,141,1504
605,-4383,-87,198,1505
606,-4404,-66,198,1506
607,-4404,-66,141,1503
608,-4362,-90,141,1504
609,-4407,-90,141,1505
610,-4407,-54,141,1506
611,-4458,-54,141,1503
612,-4458,-72,111,1503
613,-4446,-51,111,1504
614,-4446,-51,129,1505
615,-4440,-108,129,1506
616,-4401,-108,123,1503
617,-4401,-114,123,1504
618,-4419,-114,189,1505
619,-4419,-87,105,1506
620,-4383,-87,105,1503
621,-4383,-54,183,1503
622,-4386,-54,183,1504
623,-4386,-54,150,1506
624,-4377,-63,150,1506
625,-4404,-63,120,1503
626,-4404,-78,114,1504
627,-4359,-78,114,1505
628,-4359,-72,138,1506
629,-4386,-81,138,1503
630,-4386,-81,141,1503
631,-4407,-81,141,1504
632,-4425,-81,174,1505
633,-4425,-75,174,1506
634,-4386,-75,174,1503
635,-4386,-108,171,1503
636,-4389,-108,171,1504
637,-4389,-72,174,1505
638,-4398,-78,174,1505
639,-4398,-78,150,1506
640,-4383,-87,150,1503
641,-4383,-87,114,1504
642,-4383,-72,114,1505
643,-4410,-72,138,1506
644,-4410,-75,111,1503
645,-4404,-75,111,1503
646,-4404,-63,150,1504
647,-4395,-81,150,1505
648,-4395,-81,165,1506
649,-4407,-66,165,1503
650,-4398,-66,189,1503
651,-4398,-81,150,1504
652,-4383,-81,150,1505
653,-4383,-90,222,1506
654,-4362,-69,222,1503
655,-4362,-69,165,1503
656,-4383,-69,165,1504
657,-4365,-69,180,1505
658,-4365,-36,180,1506
659,-4401,-36,162,1506
660,-4401,-78,189,1503
661,-4380,-78,189,1503
662,-4380,-72,138,1504
663,-4452,-90,138,1505
664,-4452,-90,180,1506
665,-4401,-69,180,1502
666,-4422,-69,90,1503
667,-4422,-63,90,1504
668,-4434,-63,132,1505
669,-4434,-51,114,1506
670,-4437,-51,114,1506
671,-4437,-57,165,1503
672,-4395,-78,165,1504
673,-4395,-78,183,1505
674,-4377,-87,183,1506
675,-4410,-87,120,1503
676,-4410,-84,81,1503
677,-4401,-84,81,1505
678,-4401,-102,171,1505
679,-4395,-84,171,1506
680,-4395,-84,147,1503
681,-4407,-72,147,1503
682,-4434,-72,156,1505
683,-4434,-60,156,1506
684,-4401,-60,141,1506
685,-4401,-90,105,1503
686,-4407,-90,105,1504
687,-4407,-81,162,1505
688,-4383,-108,162,1506
689,-4383,-108,171,1503
690,-4425,-51,171,1503
691,-4434,-51,156,1504
692,-4434,-69,156,1505
693,-4380,-69,162,1506
694,-4380,-81,150,1503
695,-4401,-81,150,1503
696,-4401,-72,120,1504
697,-4401,-84,120,1505
698,-4401,-84,156,1506
699,-4401,-66,156,1502
700,-4407,-66,138,1503
701,-4407,-99,132,1504
702,-4410,-99,132,1505
703,-4410,-81,111,1506
704,-4383,-72,111,1503
705,-4383,-72,174,1503
706,-4383,-75,174,1504
707,-4377,-75,132,1505
708,-4377,-78,132,1506
709,-4389,-78,72,1503
710,-4389,-81,165,1503
711,-4410,-81,165,1504
712,-4410,-111,189,1505
713,-4428,-87,189,1506
714,-4428,-87,162,1503
715,-4428,-102,162,1503
716,-4395,-102,171,1504
717,-4395,-42,171,1505
718,-4428,-42,174,1506
719,-4428,-96,114,1503
720,-4428,-96,114,1503
721,-4428,-66,138,1504
722,-4401,-87,138,1505
723,-4401,-87,180,1503
724,-4416,-108,180,1503
725,-4386,-108,174,1504
726,-4386,-78,150,1505
727,-4398,-78,150,1506
728,-4398,-78,81,1502
729,-4404,-78,81,1503
730,-4404,-78,150,1504
731,-4398,-75,150,1505
732,-4401,-75,192,1506
733,-4401,-90,192,1503
734,-4407,-90,171,1504
735,-4407,-66,132,1505
736,-4407,-66,132,1506
737,-4407,-90,114,1503
738,-4404,-96,114,1503
739,-4404,-96,147,1504
740,-4401,-90,147,1505
741,-4407,-90,156,1502
742,-4407,-75,156,1503
743,-4371,-75,189,1504
744,-4371,-99,132,1505
745,-4422,-66,132,1506
746,-4422,-66,111,1503
747,-4419,-99,111,1503
748,-4440,-99,120,1504
749,-4440,-75,120,1505
750,-4395,-75,129,1506
751,-4395,-81,162,1503
752,-4398,-81,162,1503
753,-4398,-66,123,1504
754,-4401,-114,123,1505
755,-4401,-114,120,1506
756,-4386,-57,120,1503
757,-4395,-57,114,1503
758,-4395,-72,114,1505
759,-4416,-72,114,1505
760,-4416,-72,138,1502
761,-4359,-72,138,1503
762,-4359,-63,123,1503
763,-4398,-84,123,1505
764,-4398,-84,141,1506
765,-4404,-99,141,1502
766,-4398,-99,141,1503
767,-4398,-78,114,1504
768,-4398,-78,114,1505
769,-4398,-72,129,1502
770,-4404,-78,129,1503
771,-4404,-78,162,1504
772,-4401,-60,162,1505
773,-4386,-60,165,1506
774,-4386,-54,165,1502
775,-4389,-54,192,1503
776,-4389,-84,162,1505
777,-4395,-84,162,1506
778,-4395,-102,150,1502
779,-4416,-63,150,1503
780,-4416,-63,123,1503
781,-4416,-63,123,1504
782,-4422,-63,174,1505
783,-4422,-90,174,1506
784,-4410,-90,129,1502
785,-4410,-102,138,1503
786,-4422,-102,138,1504
787,-4422,-66,120,1505
788,-4401,-51,120,1506
789,-4401,-51,141,1502
790,-4419,-78,141,1503
791,-4395,-78,162,1503
792,-4395,-81,162,1504
793,-4425,-81,72,1505
794,-4425,-84,147,1502
795,-4404,-72,147,1503
796,-4404,-72,174,1503
797,-4404,-63,174,1505
798,-4383,-63,156,1506
799,-4383,-54,156,1502
800,-4365,-54,150,1503
801,-4365,-63,114,1504
802,-4383,-63,114,1505
803,-4383,-75,192,1506
804,-4416,-87,192,1502
805,-4416,-87,240,1503
806,-4380,-45,240,1504
807,-4422,-45,147,1505
808,-4422,-78,147,1505
809,-4419,-78,138,1502
810,-4419,-60,114,1503
811,-4377,-60,114,1503
812,-4377,-57,141,1504
813,-4407,-72,141,1505
814,-4407,-72,132,1502
815,-4386,-99,132,1503
816,-4377,-99,102,1503
817,-4377,-90,102,1505
818,-4398,-90,180,1506
819,-4398,-84,102,1502
820,-4386,-84,102,1503
821,-4386,-54,150,1504
822,-4401,-99,150,1505
823,-4401,-99,165,1506
824,-4404,-60,165,1502
825,-4380,-60,150,1503
826,-4380,-87,162,1503
827,-4380,-87,162,1504
828,-4380,-54,123,1505
829,-4416,-60,123,1502
830,-4416,-60,90,1502
831,-4395,-66,90,1503
832,-4386,-66,129,1504
833,-4386,-69,129,1505
834,-4410,-69,147,1506
835,-4410,-87,165,1502
836,-4410,-87,165,1503
837,-4410,-78,156,1503
838,-4386,-81,156,1505
839,-4386,-81,123,1505
840,-4395,-42,123,1502
841,-4377,-42,165,1503
842,-4377,-75,165,1504
843,-4416,-75,129,1505
844,-4416,-72,192,1502
845,-4395,-72,192,1502
846,-4395,-78,183,1503
847,-4389,-54,183,1504
848,-4389,-54,189,1505
849,-4380,-102,189,1502
850,-4383,-102,138,1503
851,-4383,-60,138,1503
852,-4410,-60,138,1504
853,-4410,-63,183,1505
854,-4398,-78,183,1502
855,-4398,-78,150,1502
856,-4398,-87,150,1503
857,-4389,-87,123,1504
858,-4389,-78,123,1505
859,-4410,-78,141,1502
860,-4410,-72,138,1502
861,-4404,-72,138,1503
862,-4404,-75,147,1504
863,-4380,-81,147,1505
864,-4380,-81,162,1502
865,-4416,-78,162,1502
866,-4398,-78,189,1503
867,-4398,-72,189,1504
868,-4407,-72,162,1505
869,-4407,-66,138,1502
870,-4377,-66,138,1503
871,-4377,-42,207,1503
872,-4407,-72,207,1505
873,-4407,-72,105,1506
874,-4416,-105,105,1502
875,-4398,-105,171,1503
876,-4398,-81,111,1504
877,-4398,-81,111,1505
878,-4398,-96,114,1502
879,-4401,-99,114,1502
880,-4401,-99,138,1503
881,-4404,-57,138,1504
882,-4410,-57,87,1505
883,-4410,-60,87,1502
884,-4395,-60,138,1502
885,-4395,-90,129,1503
886,-4425,-90,129,1504
887,-4425,-81,123,1505
888,-4383,-87,123,1506
889,-4383,-87,225,1502
890,-4398,-75,225,1503
891,-4395,-75,156,1503
892,-4395,-75,156,1505
893,-4398,-75,69,1505
894,-4398,-54,162,1502
895,-4380,-54,162,1503
896,-4380,-84,180,1504
897,-4404,-72,180,1505
898,-4404,-72,147,1502
899,-4380,-66,147,1503
900,-4389,-66,210,1504
901,-4389,-69,156,1505
902,-4410,-69,156,1505
903,-4410,-51,120,1502
904,-4383,-54,120,1503
905,-4383,-54,114,1504
906,-4395,-78,114,1505
907,-4410,-78,201,1506
908,-4410,-69,201,1502
909,-4416,-69,162,1503
910,-4416,-96,147,1504
911,-4323,-96,147,1505
912,-4323,-81,42,1502
913,-4368,-159,42,1502
914,-4368,-159,123,1503
915,-4314,-129,123,1505
916,-4368,-129,12,1506
917,-4368,-117,12,1503
918,-4386,-117,27,1503
919,-4386,-87,36,1504
920,-4425,-123,36,1505
921,-4425,-123,87,1506
922,-4416,-129,87,1502
923,-4410,-129,96,1502
924,-4410,-135,96,1503
925,-4419,-135,69,1505
926,-4419,-168,69,1502
927,-4422,-168,69,1503
928,-4422,-150,150,1503
929,-4500,21,150,1504
930,-4500,21,99,1505
931,-4464,0,99,1506
932,-4485,0,36,1502
933,-4485,21,36,1503
934,-4461,21,90,1504
935,-4461,-9,111,1505
936,-4464,-9,111,1505
937,-4464,-36,129,1502
938,-4401,-81,129,1503
939,-4401,-81,120,1504
940,-4422,-75,120,1505
941,-4368,-75,150,1506
942,-4368,-99,150,1502
943,-4377,-99,150,1503
944,-4377,-66,141,1504
945,-4365,-72,141,1505
946,-4365,-72,192,1506
947,-4308,-81,192,1502
948,-4383,-81,174,1503
949,-4383,-90,174,1504
950,-4332,-90,201,1505
951,-4332,-45,174,1506
952,-4347,-45,174,1503
953,-4347,-51,150,1503
954,-4359,-105,150,1504
955,-4359,-105,162,1505
956,-4389,-69,162,1506
957,-4383,-69,132,1502
958,-4383,-72,132,1502
959,-4368,-72,96,1503
960,-4368,-66,123,1505
961,-4386,-66,123,1506
962,-4386,-78,132,1502
963,-4425,-57,132,1503
964,-4425,-57,132,1504
965,-4383,-63,132,1505
966,-4416,-63,102,1506
967,-4416,-63,102,1502
968,-4419,-63,201,1502
969,-4419,-75,138,1503
970,-4416,-75,138,1505
971,-4416,-66,123,1506
972,-4437,-81,123,1502
973,-4437,-81,87,1503
974,-4398,-69,87,1504
975,-4422,-69,198,1504
976,-4422,-72,96,1505
977,-4428,-72,96,1502
978,-4428,-69,120,1502
979,-4401,-33,120,1503
980,-4401,-33,207,1503
981,-4410,-81,207,1504
982,-4425,-81,141,1505
983,-4425,-33,141,1502
984,-4401,-33,189,1503
985,-4401,-30,189,1504
986,-4446,-30,189,1505
987,-4446,-42,111,1506
988,-4416,-36,111,1502
989,-4416,-36,156,1502
990,-4401,-42,156,1503
991,-4410,-42,114,1504
992,-4410,-63,114,1505
993,-4419,-63,81,1502
