sequence,RiverSensorX,RiverSensorY,RiverSensorZ,RiverSensorADC3
995,-4728,-195,-66,1472
996,-4797,-267,-66,1477
997,-4815,-267,-93,1477
998,-4815,-384,-213,1476
999,-4878,-432,-213,1475
1000,-4878,-432,-219,1475
1001,-4890,-513,-219,1474
1002,-4845,-513,-261,1474
1003,-4845,-591,-204,1473
1004,-4830,-579,-204,1473
1005,-4830,-579,-195,1473
1006,-4737,-531,-195,1478
1007,-4692,-531,-159,1477
1008,-4692,-384,-15,1476
1009,-4497,-291,-15,1476
1010,-4497,-291,-18,1474
1011,-4365,-123,-18,1474
1012,-4212,-123,60,1474
1013,-4212,-99,150,1473
1014,-4020,9,150,1473
1015,-4020,9,198,1473
1016,-3846,33,198,1472
1017,-3750,33,279,1476
1018,-3750,114,294,1476
1019,-3762,105,294,1476
1020,-3801,105,345,1475
1021,-3801,153,345,1474
1022,-3915,153,396,1473
1023,-3915,165,360,1473
1024,-4020,189,360,1473
1025,-4098,189,390,1473
1026,-4098,201,390,1472
1027,-4215,201,381,1476
1028,-4215,171,369,1477
1029,-4296,168,369,1476
1030,-4422,168,336,1476
1031,-4422,150,336,1475
1032,-4515,150,267,1474
1033,-4515,60,207,1473
1034,-4644,-6,207,1473
1035,-4668,-6,150,1472
1036,-4668,-102,150,1473
1037,-4746,-102,21,1477
1038,-4746,-201,-18,1476
1039,-4743,-279,-18,1475
1040,-4749,-279,-153,1475
1041,-4749,-315,-153,1474
1042,-4767,-315,-204,1474
1043,-4767,-387,-231,1473
1044,-4749,-465,-231,1473
1045,-4731,-465,-195,1473
1046,-4731,-468,-237,1473
1047,-4671,-468,-237,1477
1048,-4671,-408,-117,1476
1049,-4635,-396,-117,1476
1050,-4593,-396,-99,1475
1051,-4593,-303,-42,1474
1052,-4536,-303,-42,1474
1053,-4536,-294,30,1473
1054,-4524,-198,30,1473
1055,-4308,-198,138,1473
1056,-4308,-114,249,1472
1057,-4209,-114,249,1476
1058,-4209,-87,249,1475
1059,-4125,9,249,1475
1060,-4062,9,396,1476
1061,-4062,9,396,1473
1062,-4026,9,420,1445
1063,-4026,57,516,1476
1064,-4041,57,516,1475
1065,-4041,96,534,1472
1066,-4080,102,534,1474
1067,-4080,102,459,1473
1068,-4116,96,459,1476
1069,-4113,96,456,1476
1070,-4113,33,456,1441
1071,-4227,33,408,1474
1072,-4227,54,330,1476
1073,-4248,-9,330,1476
1074,-4248,-9,309,1476
1075,-4326,-18,309,1475
1076,-4386,-18,192,1475
1077,-4386,-39,90,1474
1078,-4440,-27,90,1474
1079,-4440,-27,132,1479
1080,-4485,-72,132,1478
1081,-4548,-72,3,1477
1082,-4548,-120,12,1477
1083,-4566,-156,12,1476
1084,-4566,-156,-66,1476
1085,-4587,-195,-66,1475
1086,-4650,-195,-66,1474
1087,-4650,-198,-93,1473
1088,-4644,-198,-93,1472
1089,-4617,-198,-99,1477
1090,-4617,-198,-99,1477
1091,-4575,-198,-111,1476
1092,-4575,-165,-69,1476
1093,-4584,-174,-69,1475
1094,-4527,-174,-39,1475
1095,-4527,-108,-39,1474
1096,-4476,-108,0,1472
1097,-4476,-66,105,1472
1098,-4425,-15,105,1473
1099,-4401,-15,132,1477
1100,-4401,30,132,1476
1101,-4332,30,198,1476
1102,-4332,42,270,1476
1103,-4305,15,270,1474
1104,-4254,15,210,1474
1105,-4254,51,210,1474
1106,-4197,51,270,1473
1107,-4197,24,309,1473
1108,-4215,21,309,1472
1109,-4194,21,330,1476
1110,-4194,24,330,1476
1111,-4230,24,267,1475
1112,-4230,-24,270,1475
1113,-4281,-54,270,1474
1114,-4284,-54,282,1474
1115,-4284,-111,258,1473
1116,-4290,-111,258,1473
1117,-4290,-144,261,1472
1118,-4344,-102,261,1472
1119,-4377,-102,165,1477
1120,-4377,-126,165,1476
1121,-4434,-126,165,1475
1122,-4434,-120,120,1475
1123,-4491,-132,120,1474
1124,-4476,-132,105,1474
1125,-4476,-123,162,1473
1126,-4479,-123,162,1473
1127,-4479,-123,87,1473
1128,-4476,-123,87,1472
1129,-4512,-123,90,1477
1130,-4512,-96,69,1476
1131,-4503,-96,69,1475
1132,-4503,-87,96,1475
1133,-4533,-120,96,1474
1134,-4479,-120,111,1474
1135,-4479,-57,96,1473
1136,-4521,-57,96,1473
1137,-4521,-39,162,1472
1138,-4530,-36,162,1471
1139,-4503,-36,102,1476
1140,-4503,-39,147,1476
1141,-4518,-39,147,1475
1142,-4518,-36,156,1474
1143,-4569,-18,156,1473
1144,-4479,-18,111,1473
1145,-4479,-96,105,1473
1146,-4443,-96,105,1472
1147,-4443,-75,162,1472
1148,-4368,-111,162,1472
1149,-4344,-111,162,1476
1150,-4344,-120,216,1476
1151,-4338,-120,216,1475
1152,-4338,-114,192,1475
1153,-4365,-165,192,1474
1154,-4308,-165,156,1474
1155,-4308,-132,249,1473
1156,-4305,-132,249,1473
1157,-4305,-162,222,1472
1158,-4311,-171,222,1472
1159,-4272,-171,192,1476
1160,-4272,-177,183,1476
1161,-4311,-129,183,1476
1162,-4311,-129,225,1475
1163,-4353,-156,225,1474
1164,-4368,-156,156,1473
1165,-4368,-162,165,1472
1166,-4395,-165,165,1472
1167,-4395,-165,129,1472
1168,-4380,-153,129,1477
1169,-4407,-153,171,1476
1170,-4407,-147,198,1475
1171,-4467,-132,198,1474
1172,-4467,-132,162,1476
1173,-4446,-144,162,1475
1174,-4428,-144,114,1475
1175,-4428,-105,111,1474
1176,-4410,-105,111,1473
1177,-4410,-21,120,1473
1178,-4371,-21,120,1473
1179,-4395,-21,78,1472
1180,-4395,42,39,1472
1181,-4368,18,39,1472
1182,-4368,18,45,1472
1183,-4407,57,45,1477
1184,-4380,57,9,1476
1185,-4380,57,27,1475
1186,-4362,87,27,1474
1187,-4362,87,-33,1474
1188,-4365,75,-33,1473
1189,-4383,75,48,1473
1190,-4383,117,12,1473
1191,-4371,102,12,1473
1192,-4371,102,36,1473
1193,-4326,123,36,1477
1194,-4362,123,87,1477
1195,-4362,75,120,1476
1196,-4365,96,120,1476
1197,-4365,96,90,1476
1198,-4353,12,90,1475
1199,-4395,12,120,1474
1200,-4395,-27,105,1473
1201,-4389,-75,105,1473
1202,-4389,-75,171,1472
1203,-4395,-90,171,1472
1204,-4455,-90,147,1477
1205,-4455,-141,156,1476
1206,-4443,-120,156,1476
1207,-4443,-120,174,1474
1208,-4434,-126,174,1474
1209,-4482,-126,123,1473
1210,-4482,-126,225,1472
1211,-4464,-186,225,1472
1212,-4464,-186,231,1471
1213,-4512,-174,231,1476
1214,-4509,-174,240,1476
1215,-4509,-144,171,1476
1216,-4497,-141,171,1476
1217,-4476,-141,183,1475
1218,-4476,-108,183,1475
1219,-4479,-108,201,1474
1220,-4479,-123,171,1473
1221,-4476,-75,171,1472
1222,-4473,-75,162,1471
1223,-4473,-105,162,1476
1224,-4419,-105,198,1476
1225,-4419,-96,201,1476
1226,-4464,-99,201,1475
1227,-4407,-99,189,1474
1228,-4407,-111,189,1474
1229,-4341,-111,180,1473
1230,-4341,-132,225,1473
1231,-4344,-126,225,1473
1232,-4344,-126,285,1472
1233,-4344,-111,285,1476
1234,-4290,-111,225,1476
1235,-4290,-99,222,1475
1236,-4305,-84,222,1475
1237,-4311,-84,243,1474
1238,-4311,-111,243,1473
1239,-4362,-111,183,1473
1240,-4362,-81,138,1472
1241,-4332,-117,138,1472
1242,-4398,-117,171,1472
1243,-4398,-108,171,1477
1244,-4383,-108,90,1476
1245,-4383,-105,129,1474
1246,-4440,-267,129,1474
1247,-4626,-267,414,1473
1248,-4626,-384,138,1473
1249,-4476,-384,138,1473
1250,-4476,-15,45,1473
1251,-4410,-54,45,1472
1252,-4377,-54,3,1476
1253,-4377,-102,-18,1476
1254,-4419,-102,-18,1475
1255,-4419,-63,18,1474
1256,-4362,-132,18,1473
1257,-4350,-132,21,1473
1258,-4350,-108,69,1473
1259,-4371,-108,69,1473
1260,-4371,-87,45,1473
1261,-4314,-69,45,1477
1262,-4293,-69,72,1477
1263,-4293,-57,111,1476
1264,-4311,-57,111,1476
1265,-4311,-45,81,1475
1266,-4296,3,81,1475
1267,-4305,3,192,1474
1268,-4305,21,129,1474
1269,-4257,21,129,1473
1270,-4257,75,168,1473
1271,-4284,84,168,1473
1272,-4290,84,240,1473
1273,-4290,123,234,1473
1274,-4287,123,234,1473
1275,-4287,126,219,1472
1276,-4326,126,219,1472
1277,-4305,126,198,1476
1278,-4305,96,201,1476
1279,-4446,96,201,1475
1280,-4446,81,225,1474
1281,-4446,48,225,1473
1282,-4524,48,138,1473
1283,-4524,30,132,1473
1284,-4578,30,132,1472
1285,-4578,33,27,1472
1286,-4590,9,27,1477
1287,-4635,9,54,1476
1288,-4635,-51,12,1477
1289,-4647,-51,12,1476
1290,-4647,-57,-33,1476
1291,-4611,-126,-33,1475
1292,-4587,-126,36,1474
1293,-4587,-246,42,1473
1294,-4569,-246,42,1473
1295,-4569,-219,90,1472
1296,-4458,-222,90,1472
1297,-4434,-222,120,1477
1298,-4434,-210,171,1477
1299,-4365,-210,171,1476
1300,-4365,-174,216,1475
1301,-4275,-180,216,1474
1302,-4233,-180,165,1474
1303,-4233,-147,318,1473
1304,-4140,-123,318,1473
1305,-4140,-123,270,1472
1306,-4170,-129,270,1472
1307,-4161,-129,351,1477
1308,-4161,-99,336,1476
1309,-4191,-102,336,1475
1310,-4191,-102,267,1475
1311,-4257,-147,267,1474
1312,-4344,-147,309,1474
1313,-4344,-150,243,1473
1314,-4452,-108,243,1473
1315,-4452,-108,225,1473
1316,-4458,-141,225,1472
1317,-4530,-141,171,1476
1318,-4530,-135,114,1477
1319,-4590,-120,114,1475
1320,-4590,-120,102,1475
1321,-4632,-168,102,1475
1322,-4653,-168,30,1474
1323,-4653,-123,30,1473
1324,-4647,-609,30,1473
1325,-4647,-609,852,1472
1326,-4788,-189,852,1472
1327,-4584,-189,-9,1476
1328,-4584,-99,-69,1476
1329,-4356,-102,-69,1475
1330,-4356,-102,51,1475
1331,-4389,-63,51,1474
1332,-4332,-63,51,1473
1333,-4332,-51,90,1473
1334,-4257,-63,90,1473
1335,-4257,-63,102,1471
1336,-4209,-18,102,1471
1337,-4137,-18,123,1476
1338,-4137,12,108,1476
1339,-4110,57,108,1475
1340,-4092,57,159,1474
1341,-4092,42,159,1473
1342,-4131,42,192,1473
1343,-4131,120,174,1472
1344,-4173,138,174,1472
1345,-4209,138,159,1472
1346,-4209,168,159,1476
1347,-4257,168,168,1475
1348,-4257,174,198,1475
1349,-4380,129,198,1475
1350,-4419,129,174,1474
1351,-4419,114,174,1473
1352,-4395,114,198,1473
1353,-4395,63,168,1473
1354,-4497,81,168,1472
1355,-4503,81,174,1476
1356,-4503,6,174,1476
1357,-4554,6,168,1475
1358,-4554,3,165,1475
1359,-4554,-66,165,1474
1360,-4569,-66,147,1473
1361,-4569,-96,147,1473
1362,-4566,-96,192,1473
1363,-4566,-135,132,1472
1364,-4551,-180,132,1472
1365,-4536,-180,138,1476
1366,-4536,-291,138,1475
1367,-4515,-291,138,1475
1368,-4515,-315,111,1475
1369,-4512,-246,111,1474
1370,-4503,-246,174,1473
1371,-4503,-195,114,1473
1372,-4503,-195,114,1474
1373,-4503,-147,102,1474
1374,-4416,-102,102,1474
1375,-4440,-102,81,1473
1376,-4440,-132,81,1473
1377,-4347,-132,150,1472
1378,-4347,-102,90,1472
1379,-4353,-69,90,1477
1380,-4362,-69,123,1476
1381,-4362,-63,123,1475
1382,-4329,-63,156,1475
1383,-4329,-45,171,1474
1384,-4320,-36,171,1473
1385,-4362,-36,171,1473
1386,-4362,-72,171,1473
1387,-4332,-72,207,1472
1388,-4332,-114,183,1472
1389,-4380,-126,183,1476
1390,-4398,-126,234,1476
1391,-4398,-111,234,1475
1392,-4434,-111,192,1475
1393,-4434,-159,234,1474
1394,-4416,-156,234,1473
1395,-4380,-156,261,1473
1396,-4380,-132,267,1473
1397,-4377,-132,267,1472
1398,-4377,-114,180,1472
1399,-4368,-111,180,1477
1400,-4353,-111,165,1476
1401,-4353,-87,171,1475
1402,-4329,-87,171,1474
1403,-4329,36,132,1474
1404,-4314,39,132,1473
1405,-4257,39,108,1472
1406,-4257,42,81,1472
1407,-4314,42,81,1472
1408,-4314,42,90,1471
1409,-4296,54,90,1476
1410,-4296,54,54,1475
1411,-4296,42,63,1475
1412,-4338,42,63,1474
1413,-4338,57,45,1473
1414,-4359,6,45,1473
1415,-4416,6,18,1472
1416,-4416,72,0,1472
1417,-4458,72,0,1472
1418,-4458,39,12,1472
1419,-4530,15,12,1476
1420,-4551,15,-24,1476
1421,-4551,0,18,1475
1422,-4617,0,18,1475
1423,-4617,-9,51,1474
1424,-4581,-18,51,1472
1425,-4590,-18,42,1473
1426,-4590,-27,78,1472
1427,-4566,-27,78,1472
1428,-4566,-69,114,1472
1429,-4581,-108,114,1472
1430,-4458,-108,180,1477
1431,-4458,-186,225,1476
1432,-4395,-174,225,1475
1433,-4395,-174,252,1475
1434,-4302,-168,252,1474
1435,-4284,-168,270,1473
1436,-4284,-105,321,1473
1437,-4233,-141,321,1473
1438,-4233,-141,312,1472
1439,-4188,-96,312,1472
1440,-4182,-96,336,1471
1441,-4182,-111,285,1475
1442,-4134,-99,285,1475
1443,-4134,-99,282,1474
1444,-4272,-69,282,1474
1445,-4281,-69,261,1473
1446,-4281,-60,249,1473
1447,-4269,-72,249,1472
1448,-4269,-72,207,1472
1449,-4344,-96,207,1472
1450,-4425,-96,138,1472
1451,-4425,-132,63,1476
1452,-4443,-141,63,1476
1453,-4443,-141,72,1475
1454,-4491,-150,72,1474
1455,-4521,-150,45,1474
1456,-4521,-129,60,1473
1457,-4557,-120,60,1473
1458,-4557,-120,63,1473
1459,-4569,-132,63,1472
1460,-4608,-132,63,1476
1461,-4608,-147,63,1476
1462,-4533,-117,63,1475
1463,-4533,-117,180,1474
1464,-4557,-141,180,1474
1465,-4503,-141,120,1473
1466,-4503,-117,63,1473
1467,-4512,-84,63,1472
1468,-4512,-84,156,1472
1469,-4461,-105,156,1476
1470,-4407,-105,198,1476
1471,-4407,-90,174,1476
1472,-4443,-60,174,1476
1473,-4443,-60,189,1475
1474,-4386,33,189,1475
1475,-4371,33,165,1474
1476,-4371,9,120,1473
1477,-4320,18,120,1473
1478,-4320,18,189,1473
1479,-4293,15,189,1472
1480,-4329,15,147,1472
1481,-4329,33,168,1476
1482,-4296,42,168,1475
1483,-4296,42,69,1475
1484,-4350,-9,69,1474
1485,-4350,-9,129,1473
1486,-4350,-39,120,1473
1487,-4350,-24,120,1473
1488,-4350,-24,81,1472
1489,-4362,-60,81,1472
1490,-4377,-60,123,1472
1491,-4377,-72,105,1476
1492,-4350,-117,105,1475
1493,-4350,-117,114,1475
1494,-4359,-120,114,1474
1495,-4395,-120,141,1473
1496,-4395,-129,102,1473
1497,-4353,-126,102,1472
1498,-4353,-126,141,1472
1499,-4365,-117,141,1476
1500,-4323,-117,129,1476
1501,-4323,-90,222,1475
1502,-4350,-96,222,1475
1503,-4350,-96,162,1474
1504,-4410,-54,162,1474
1505,-4371,-54,174,1473
1506,-4371,-18,210,1473
1507,-4383,-9,210,1472
1508,-4344,-9,174,1472
1509,-4344,9,174,1476
1510,-4359,9,234,1476
1511,-4359,-15,189,1475
1512,-4380,69,189,1474
1513,-4410,69,192,1473
1514,-4410,27,192,1473
1515,-4461,27,141,1472
1516,-4461,36,150,1472
1517,-4485,3,150,1472
1518,-4515,3,81,1472
1519,-4515,0,81,1476
1520,-4521,0,72,1475
1521,-4521,6,12,1474
1522,-4518,-75,12,1474
1523,-4614,-75,27,1473
1524,-4614,-72,27,1473
1525,-4533,-72,36,1472
1526,-4533,-135,63,1472
1527,-4524,-171,63,1472
1528,-4524,-171,30,1477
1529,-4524,-180,30,1476
1530,-4530,-180,120,1475
1531,-4530,-186,129,1474
1532,-4479,-207,129,1474
1533,-4437,-207,216,1473
1534,-4437,-207,210,1472
1535,-4398,-207,210,1472
1536,-4398,-219,282,1472
1537,-4329,-180,282,1472
1538,-4281,-180,270,1476
1539,-4281,-171,285,1476
1540,-4236,-171,285,1476
1541,-4236,-129,276,1474
1542,-4200,-87,276,1474
1543,-4176,-87,231,1473
1544,-4176,-72,207,1473
1545,-4218,-72,207,1472
1546,-4218,-54,270,1471
1547,-4254,-39,270,1476
1548,-4281,-39,147,1476
1549,-4281,-9,198,1476
1550,-4344,-9,198,1476
1551,-4344,3,168,1475
1552,-4362,-30,168,1474
1553,-4395,-30,114,1474
1554,-4395,-63,132,1473
1555,-4362,-63,132,1472
1556,-4362,-84,90,1472
1557,-4419,-90,90,1477
1558,-4386,-90,96,1476
1559,-4386,-114,90,1476
1560,-4389,-114,90,1475
1561,-4389,-159,114,1474
1562,-4401,-144,114,1474
1563,-4401,-144,114,1473
1564,-4401,-27,51,1473
1565,-4461,-27,51,1472
1566,-4461,-42,111,1473
1567,-4497,-57,111,1474
1568,-4497,-57,111,1455
1569,-4518,-42,111,1477
1570,-4551,-42,105,1473
1571,-4551,-39,27,1454
1572,-4575,-39,27,1475
1573,-4575,27,48,1472
1574,-4578,18,48,1477
1575,-4578,18,30,1473
1576,-4590,24,30,1444
1577,-4590,24,3,1475
1578,-4590,36,3,1473
1579,-4590,36,-39,1478
1580,-4590,72,-6,1478
1581,-4530,42,-6,1477
1582,-4494,42,60,1477
1583,-4494,39,60,1476
1584,-4404,39,90,1475
1585,-4404,33,108,1474
1586,-4365,-12,108,1474
1587,-4377,-12,72,1474
1588,-4377,6,72,1473
1589,-4275,6,147,1478
1590,-4275,-12,150,1477
1591,-4179,-90,150,1476
1592,-4098,-90,201,1475
1593,-4098,-120,201,1474
1594,-4068,-120,294,1471
1595,-4068,-129,300,1470
1596,-4008,-123,300,1471
1597,-4023,-123,318,1471
1598,-4023,-123,318,1470
1599,-4077,-123,309,1474
1600,-4077,-132,321,1475
1601,-4131,-114,321,1475
1602,-4197,-114,321,1474
1603,-4197,-114,261,1473
1604,-4287,-114,261,1473
1605,-4287,-96,225,1472
1606,-4410,-99,225,1472
1607,-4455,-99,258,1471
1608,-4455,-126,150,1472
1609,-4557,-126,150,1476
1610,-4557,-75,165,1475
1611,-4644,-72,165,1474
1612,-4719,-72,129,1474
1613,-4719,-60,60,1473
1614,-4752,-60,60,1473
1615,-4752,-60,-6,1472
1616,-4797,-75,-6,1472
1617,-4842,-75,-42,1472
1618,-4842,-51,-15,1472
1619,-4815,-51,-15,1476
1620,-4815,-90,-111,1475
1621,-4836,-63,-111,1474
1622,-4776,-63,-195,1474
1623,-4776,-96,-99,1473
1624,-4773,-96,-99,1472
1625,-4773,-99,-111,1471
1626,-4662,-99,-111,1447
1627,-4596,-99,-75,1447
1628,-4596,-117,-39,1448
1629,-4458,-117,-39,1445
1630,-4458,-117,42,1445
1631,-4308,-102,42,1444
1632,-4155,-102,102,1444
1633,-4155,-105,207,1443
1634,-3987,-105,207,1441
1635,-3987,-90,240,1442
1636,-3807,-33,240,1451
1637,-3666,-33,336,1460
1638,-3666,9,360,1460
1639,-3699,-6,360,1464
1640,-3699,-6,411,1463
1641,-3726,-24,411,1462
1642,-3870,-24,336,1461
1643,-3870,24,390,1461
1644,-3996,15,390,1461
1645,-3996,15,327,1448
1646,-4119,57,327,1448
1647,-4263,57,327,1447
1648,-4263,69,189,1450
1649,-4443,24,189,1454
1650,-4443,24,240,1455
1651,-4617,33,240,1476
1652,-4671,33,105,1476
1653,-4671,27,-30,1475
1654,-4824,-9,-30,1475
1655,-4824,-9,-75,1474
1656,-4839,-6,-75,1473
1657,-4881,-6,-177,1473
1658,-4881,-63,-240,1472
1659,-4863,-165,-240,1477
1660,-4863,-165,-237,1476
1661,-4890,-189,-237,1475
1662,-4779,-189,-222,1473
1663,-4779,-165,-264,1471
1664,-4797,-213,-264,1471
1665,-4797,-213,-246,1470
1666,-4707,-189,-246,1469
1667,-4635,-189,-168,1469
1668,-4635,-195,-108,1473
1669,-4551,-207,-108,1471
1670,-4551,-207,0,1472
1671,-4458,-189,0,1471
1672,-4311,-189,81,1469
1673,-4311,-141,147,1468
1674,-4206,-123,147,1468
1675,-4017,-123,231,1468
1676,-4017,-45,231,1468
1677,-3960,-45,234,1472
1678,-3960,-78,345,1468
1679,-3921,18,345,1468
1680,-3921,18,369,1472
1681,-3870,0,369,1471
1682,-3909,0,321,1470
1683,-3909,60,405,1470
1684,-4017,60,405,1469
1685,-4017,60,372,1469
1686,-4095,42,372,1469
1687,-4158,42,345,1468
1688,-4158,66,372,1468
1689,-4254,78,372,1472
1690,-4254,78,348,1472
1691,-4389,24,348,1471
1692,-4458,24,303,1471
1693,-4458,-60,300,1470
1694,-4509,-72,300,1469
1695,-4509,-72,192,1469
1696,-4536,-96,192,1468
1697,-4578,-96,120,1468
1698,-4578,-126,105,1468
1699,-4626,-150,105,1472
1700,-4746,-150,12,1471
1701,-4746,-852,12,1470
1702,-4737,-852,789,1470
1703,-4737,-120,-57,1470
1704,-4641,-57,-57,1469
1705,-4665,-57,-66,1469
1706,-4665,-111,-66,1468
1707,-4659,-111,-150,1468
1708,-4659,-117,-120,1468
1709,-4590,-150,-120,1472
1710,-4554,-150,-75,1472
1711,-4554,-180,-75,1471
1712,-4497,-180,-108,1471
1713,-4497,-126,-42,1470
1714,-4539,-120,-42,1470
1715,-4380,-120,-9,1469
1716,-4380,-21,-9,1469
1717,-4293,-21,96,1468
1718,-4293,-60,69,1468
1719,-4311,-42,69,1473
1720,-4215,-42,210,1473
1721,-4215,24,249,1471
1722,-4152,24,249,1471
1723,-4152,51,288,1470
1724,-4122,66,288,1469
1725,-4188,66,312,1469
1726,-4188,72,339,1469
1727,-4155,72,339,1468
1728,-4155,72,387,1468
1729,-4200,39,387,1468
1730,-4218,39,348,1472
1731,-4218,21,360,1472
1732,-4227,21,360,1471
1733,-4227,-60,354,1470
1734,-4251,-66,354,1470
1735,-4296,-66,225,1469
1736,-4296,-84,225,1468
1737,-4305,-84,225,1468
1738,-4305,-96,234,1469
1739,-4320,-120,234,1468
1740,-4368,-120,174,1473
1741,-4368,-168,150,1472
1742,-4395,-168,150,1471
1743,-4395,-204,87,1471
1744,-4425,-201,87,1470
1745,-4425,-201,87,1470
1746,-4425,-198,78,1469
1747,-4446,-198,78,1468
1748,-4446,-189,60,1468
1749,-4512,-141,60,1473
1750,-4509,-141,-9,1473
1751,-4509,-168,69,1472
1752,-4566,-129,69,1472
1753,-4566,-129,-6,1471
1754,-4596,-102,-6,1470
1755,-4659,-102,-6,1470
1756,-4659,-78,-42,1469
1757,-4710,-96,-42,1468
1758,-4710,-96,-24,1468
1759,-4647,-78,-24,1472
1760,-4632,-78,0,1473
1761,-4632,-84,12,1472
1762,-4578,-54,12,1472
1763,-4578,-54,-15,1471
1764,-4584,-12,-15,1469
1765,-4464,-12,81,1468
1766,-4464,-21,132,1468
1767,-4458,-6,132,1468
1768,-4458,-6,141,1468
1769,-4380,24,141,1468
1770,-4245,24,216,1472
1771,-4245,21,261,1472
1772,-4113,39,261,1471
1773,-4113,39,252,1470
1774,-4113,30,252,1470
1775,-4086,30,243,1469
1776,-4086,57,360,1469
1777,-4053,57,360,1468
1778,-4053,57,318,1469
1779,-4008,36,318,1468
1780,-4077,36,363,1468
1781,-4077,27,300,1468
1782,-4149,-57,300,1472
1783,-4149,-57,327,1472
1784,-4206,-57,327,1471
1785,-4296,-57,291,1470
1786,-4296,-66,192,1469
1787,-4338,-96,192,1469
1788,-4338,-96,165,1469
1789,-4452,-159,165,1469
1790,-4542,-159,141,1468
1791,-4542,-186,147,1467
1792,-4599,-213,147,1467
1793,-4599,-213,60,1472
1794,-4644,-213,60,1472
1795,-4686,-213,3,1471
1796,-4686,-213,9,1471
1797,-4704,-189,9,1470
1798,-4704,-189,-69,1470
1799,-4746,-147,-69,1469
1800,-4644,-147,-81,1469
1801,-4644,-102,-42,1468
1802,-4686,-99,-42,1468
1803,-4686,-99,-18,1472
1804,-4587,-33,-18,1472
1805,-4578,-33,-15,1471
1806,-4578,-18,21,1471
1807,-4512,12,21,1469
1808,-4512,12,0,1470
1809,-4455,15,0,1469
1810,-4386,15,63,1468
1811,-4386,36,87,1468
1812,-4368,57,87,1468
1813,-4368,57,165,1472
1814,-4284,42,165,1472
1815,-4281,42,147,1471
1816,-4281,48,207,1470
1817,-4272,3,207,1469
1818,-4227,3,189,1469
1819,-4227,-15,189,1469
1820,-4239,-15,243,1469
1821,-4239,-24,222,1468
1822,-4167,-30,222,1468
1823,-4212,-30,291,1472
1824,-4212,-72,291,1471
1825,-4191,-72,327,1470
1826,-4191,-99,321,1470
1827,-4218,-150,321,1470
1828,-4200,-150,372,1469
1829,-4200,-201,372,1468
1830,-4257,-201,402,1468
1831,-4257,-204,360,1468
1832,-4263,-225,360,1468
1833,-4308,-225,327,1473
1834,-4308,-228,327,1472
1835,-4329,-228,309,1472
1836,-4329,-201,216,1471
1837,-4332,-180,216,1470
1838,-4467,-180,174,1470
1839,-4467,-126,174,1469
1840,-4512,-126,150,1469
1841,-4512,-87,-6,1468
1842,-4518,-54,-6,1468
1843,-4626,-54,96,1468
1844,-4626,-45,-60,1468
1845,-4593,-45,-60,1472
1846,-4593,-6,-84,1472
1847,-4632,27,-84,1471
1848,-4602,27,-150,1471
1849,-4602,15,-153,1469
1850,-4659,15,-153,1469
1851,-4659,81,-117,1468
1852,-4593,93,-117,1467
1853,-4569,93,-81,1467
1854,-4569,105,-93,1468
1855,-4548,105,-93,1472
1856,-4548,108,-126,1472
1857,-4461,141,-126,1471
1858,-4452,141,0,1471
1859,-4452,129,39,1470
1860,-4401,129,39,1469
1861,-4401,120,108,1469
1862,-4311,21,108,1468
1863,-4233,21,210,1468
1864,-4233,-69,285,1468
1865,-4197,-69,285,1472
1866,-4197,-78,318,1472
1867,-4119,-102,318,1471
1868,-4158,-102,318,1471
1869,-4158,-132,363,1470
1870,-4119,-132,363,1469
1871,-4119,-153,372,1469
1872,-4101,-216,372,1468
1873,-4152,-216,381,1468
1874,-4152,-228,390,1468
1875,-4218,-228,390,1472
1876,-4218,-207,285,1471
1877,-4293,-204,285,1471
1878,-4296,-204,321,1472
1879,-4296,-207,210,1471
1880,-4380,-207,210,1471
1881,-4380,-189,243,1470
1882,-4518,-111,243,1470
1883,-4494,-111,138,1469
1884,-4494,-111,54,1469
1885,-4578,-111,54,1468
1886,-4578,-78,27,1468
1887,-4593,-39,27,1472
1888,-4650,-39,72,1472
1889,-4650,-15,27,1471
1890,-4629,-15,27,1471
1891,-4629,6,39,1469
1892,-4662,54,39,1469
1893,-4638,54,45,1468
1894,-4638,42,12,1468
1895,-4635,42,12,1468
1896,-4635,63,60,1468
1897,-4611,3,60,1468
1898,-4536,3,-15,1472
1899,-4536,24,90,1471
1900,-4434,24,90,1471
1901,-4434,-42,132,1470
1902,-4455,-21,132,1470
1903,-4320,-21,123,1468
1904,-4320,-18,141,1468
1905,-4296,-18,141,1468
1906,-4296,-39,123,1467
1907,-4272,-45,123,1467
1908,-4209,-45,150,1472
1909,-4209,-75,174,1472
1910,-4224,-69,174,1471
1911,-4224,-69,222,1470
1912,-4176,-99,222,1470
1913,-4200,-99,141,1469
1914,-4200,-144,216,1469
1915,-4248,-123,216,1468
1916,-4248,-123,165,1468
1917,-4275,-159,165,1468
1918,-4320,-159,165,1468
1919,-4320,-162,171,1472
1920,-4314,-126,171,1472
1921,-4314,-126,234,1470
1922,-4347,-141,234,1470
1923,-4347,-141,240,1470
1924,-4347,-114,174,1469
1925,-4380,-111,174,1469
1926,-4380,-111,189,1468
1927,-4401,-75,189,1468
1928,-4365,-75,225,1468
1929,-4365,-60,192,1472
1930,-4410,-36,192,1472
1931,-4410,-36,174,1471
1932,-4428,-21,174,1470
1933,-4452,-21,216,1470
