sequence,RiverSensorX,RiverSensorY,RiverSensorZ,RiverSensorADC3
154,-4380,-87,183,1333
155,-4380,-78,162,1332
156,-4398,-51,162,1331
157,-4398,-51,174,1329
158,-4377,-69,174,1328
159,-4398,-69,156,1328
160,-4398,-99,132,1327
161,-4407,-102,132,1326
162,-4410,-102,183,1325
163,-4410,-96,183,1330
164,-4395,-96,180,1329
165,-4395,-87,198,1328
166,-4383,-69,198,1328
167,-4410,-69,198,1327
168,-4410,-96,198,1326
169,-4401,-96,207,1326
170,-4401,-120,162,1326
171,-4425,-96,162,1330
172,-4422,-96,174,1330
173,-4422,-117,174,1329
174,-4368,-117,162,1329
175,-4368,-63,123,1328
176,-4368,-99,123,1328
177,-4386,-99,114,1328
178,-4386,-60,114,1328
179,-4419,-60,183,1332
180,-4419,-45,174,1332
181,-4398,-96,174,1331
182,-4422,-96,156,1331
183,-4422,-102,156,1330
184,-4404,-102,123,1330
185,-4404,-75,150,1330
186,-4422,-51,150,1330
187,-4398,-51,192,1334
188,-4398,-69,192,1334
189,-4383,-69,156,1333
190,-4383,-78,222,1332
191,-4422,-72,222,1332
192,-4410,-72,207,1331
193,-4410,-84,207,1331
194,-4422,-84,150,1336
195,-4422,-72,216,1335
196,-4401,-81,216,1335
197,-4419,-81,156,1334
198,-4419,-75,147,1333
199,-4386,-75,147,1333
200,-4386,-75,180,1333
201,-4416,-75,180,1337
202,-4389,-75,216,1337
203,-4389,-75,123,1337
204,-4398,-75,123,1336
205,-4398,-90,201,1336
206,-4401,-72,201,1336
207,-4383,-72,165,1335
208,-4383,-66,198,1336
209,-4371,-66,198,1341
210,-4371,-81,147,1341
211,-4398,-69,147,1340
212,-4386,-69,105,1341
213,-4386,-63,105,1341
214,-4428,-63,192,1340
215,-4428,-87,210,1339
216,-4395,-87,210,1339
217,-4383,-87,171,1339
218,-4383,-111,171,1339
219,-4395,-111,189,1344
220,-4395,-75,183,1343
221,-4380,-75,183,1342
222,-4428,-75,210,1342
223,-4428,-72,210,1341
224,-4407,-72,216,1341
225,-4407,-81,234,1340
226,-4398,-87,234,1340
227,-4383,-87,174,1345
228,-4383,-54,174,1344
229,-4419,-54,180,1343
230,-4419,-75,222,1342
231,-4386,-99,222,1341
232,-4404,-99,231,1341
233,-4404,-63,231,1340
234,-4443,-63,156,1340
235,-4443,-90,96,1344
236,-4404,-96,96,1343
237,-4416,-96,165,1342
238,-4416,-60,165,1341
239,-4401,-60,276,1339
240,-4401,-69,174,1338
241,-4422,-105,174,1337
242,-4407,-105,174,1336
243,-4407,-60,174,1340
244,-4440,-60,201,1339
245,-4440,-102,171,1337
246,-4386,-84,171,1336
247,-4398,-84,156,1335
248,-4398,-81,156,1334
249,-4377,-81,174,1333
250,-4377,-75,174,1332
251,-4416,-33,174,1336
252,-4419,-33,225,1335
253,-4419,-66,225,1333
254,-4422,-66,234,1332
255,-4422,-18,171,1331
256,-4395,-42,171,1330
257,-4401,-42,207,1330
258,-4401,-69,207,1333
259,-4383,-69,216,1329
260,-4383,-60,192,1320
261,-4422,-57,192,1311
262,-4410,-57,231,1308
263,-4410,-45,231,1313
264,-4383,-45,156,1321
265,-4383,-54,270,1323
266,-4398,-66,270,1330
267,-4410,-66,309,1333
268,-4410,-39,309,1326
269,-4416,-39,258,1327
270,-4416,-18,252,1335
271,-4419,-33,252,1344
272,-4404,-33,261,1337
273,-4404,-33,261,1323
274,-4398,-33,183,1331
275,-4398,-84,201,1342
276,-4401,-51,201,1336
277,-4419,-51,201,1321
278,-4419,-42,207,1338
279,-4386,-42,207,1347
280,-4386,-33,231,1327
281,-4386,-60,231,1329
282,-4395,-60,234,1327
283,-4395,-150,249,1332
284,-4398,-150,249,1336
285,-4398,-171,252,1333
286,-4386,-99,252,1351
287,-4368,-99,243,1348
288,-4368,-54,231,1347
289,-4398,-54,231,1349
290,-4398,-69,261,1347
291,-4353,-72,261,1348
292,-4407,-72,234,1328
293,-4407,-54,231,1333
294,-4452,-54,231,1343
295,-4452,-108,276,1348
296,-4383,-78,276,1344
297,-4419,-78,243,1343
298,-4419,-105,192,1344
299,-4452,-105,192,1345
300,-4452,-63,201,1342
301,-4422,-75,201,1340
302,-4425,-75,183,1335
303,-4425,-69,189,1334
304,-4377,-69,189,1334
305,-4377,-81,231,1333
306,-4332,-30,231,1332
307,-4377,-30,240,1338
308,-4377,9,267,1339
309,-4362,9,267,1338
310,-4362,-18,252,1338
311,-4350,-30,252,1339
312,-4371,-30,258,1339
313,-4371,36,258,1333
314,-4419,36,174,1329
315,-4419,3,159,1330
316,-4389,-39,159,1339
317,-4353,-39,276,1338
318,-4353,-60,276,1331
319,-4344,-60,303,1325
320,-4344,-75,312,1327
321,-4389,-117,312,1330
322,-4395,-117,327,1333
323,-4395,-120,327,1337
324,-4443,-120,252,1346
325,-4443,-84,225,1350
326,-4476,-24,225,1347
327,-4467,-24,234,1339
328,-4467,-84,234,1330
329,-4440,-84,231,1328
330,-4440,-54,210,1330
331,-4473,-96,210,1321
332,-4422,-96,249,1316
333,-4422,-99,249,1323
334,-4443,-99,216,1334
335,-4443,3,228,1339
336,-4410,-69,228,1337
337,-4389,-69,141,1334
338,-4389,-45,141,1336
339,-4389,-45,252,1341
340,-4389,-96,243,1349
341,-4377,-105,243,1351
342,-4389,-105,252,1351
343,-4389,-102,252,1351
344,-4350,-102,240,1349
345,-4350,-150,234,1346
346,-4254,-87,234,1341
347,-4308,-87,222,1334
348,-4308,-42,222,1334
349,-4329,-42,210,1331
350,-4329,-36,231,1334
351,-4428,-84,231,1340
352,-4446,-84,111,1344
353,-4446,-81,111,1345
354,-4524,-81,156,1348
355,-4524,-57,96,1351
356,-4479,-24,96,1355
357,-4425,-24,165,1353
358,-4425,-72,165,1351
359,-4479,-72,132,1349
360,-4479,-168,156,1352
361,-4410,-165,156,1356
362,-4380,-165,147,1356
363,-4380,-111,147,1357
364,-4347,-111,156,1354
365,-4347,-102,123,1355
366,-4353,-123,123,1357
367,-4377,-123,111,1356
368,-4377,-111,111,1354
369,-4377,-111,174,1350
370,-4377,-78,171,1347
371,-4386,-84,171,1351
372,-4380,-84,156,1351
373,-4380,-78,156,1347
374,-4359,-78,240,1342
375,-4359,-63,198,1339
376,-4404,-84,198,1342
377,-4395,-84,150,1166
378,-4395,-102,150,431
379,-4380,-102,234,151
380,-4380,-87,150,557
381,-4395,-87,150,1068
382,-4410,-87,225,1336
383,-4410,-72,225,1354
384,-4416,-72,192,1348
385,-4416,-69,201,1349
386,-4452,-21,201,1347
387,-4428,-21,129,1336
388,-4428,-51,129,1340
389,-4428,-51,180,1349
390,-4428,-81,171,1356
391,-4452,-78,171,1356
392,-4437,-78,201,1346
393,-4437,-69,201,1358
394,-4371,-69,180,1365
395,-4371,-24,207,1362
396,-4389,-57,207,1360
397,-4407,-57,216,1353
398,-4407,-57,147,1355
399,-4422,-57,147,1351
400,-4422,-63,180,1342
401,-4398,-75,180,1342
402,-4407,-75,132,1350
403,-4407,-111,162,1359
404,-4428,-111,162,1353
405,-4428,-69,171,1349
406,-4407,-42,171,1345
407,-4407,-42,162,1343
408,-4380,-63,162,1301
409,-4410,-63,222,1336
410,-4410,-45,147,1349
411,-4401,-45,147,1348
412,-4401,-87,189,1355
413,-4428,-114,189,1345
414,-4428,-114,165,1345
415,-4389,-102,165,1350
416,-4377,-102,138,1317
417,-4377,-96,138,1349
418,-4377,-96,189,1343
419,-4377,-120,225,1342
420,-4371,-108,225,1339
421,-4371,-108,174,1338
422,-4383,-99,174,1336
423,-4416,-99,171,1332
424,-4416,-78,138,1333
425,-4410,-78,138,1339
426,-4410,-78,129,1345
427,-4422,-126,129,1351
428,-4380,-126,180,1349
429,-4380,-114,285,1344
430,-4422,-69,285,1336
431,-4422,-69,174,1326
432,-4434,-111,174,1314
433,-4446,-111,165,1308
434,-4446,-108,72,1307
435,-4404,-72,72,1313
436,-4404,-72,120,1319
437,-4404,-45,120,1321
438,-4386,-45,129,1321
439,-4386,-63,147,1321
440,-4389,-90,147,1317
441,-4389,-90,216,1314
442,-4401,-105,216,1312
443,-4419,-105,231,1318
444,-4419,-69,183,1321
445,-4401,-57,183,1327
446,-4401,-57,198,1332
447,-4386,-63,198,1337
448,-4368,-63,138,1340
449,-4368,-84,162,1342
450,-4329,-117,162,1343
451,-4329,-117,198,1347
452,-4362,-114,198,1347
453,-4407,-114,222,1345
454,-4407,-87,165,1345
455,-4353,-57,165,1344
456,-4353,-57,132,1344
457,-4362,-63,132,1346
458,-4383,-63,183,1349
459,-4383,-39,234,1349
460,-4404,-66,234,1354
461,-4404,-66,201,1353
462,-4395,-63,201,1353
463,-4425,-63,180,1353
464,-4425,-60,189,1353
465,-4395,-105,189,1353
466,-4395,-105,198,1353
467,-4410,-87,198,1356
468,-4389,-87,120,1355
469,-4389,-54,183,1329
470,-4419,-78,183,1329
471,-4419,-78,243,1330
472,-4368,-63,243,1328
473,-4371,-63,198,1324
474,-4371,-69,156,1315
475,-4383,-153,156,1314
476,-4383,-153,150,1310
477,-4383,-96,150,1309
478,-4395,-96,171,1313
479,-4395,-27,165,1325
480,-4359,-15,165,1333
481,-4359,-15,201,1330
482,-4419,-39,201,1329
483,-4359,-39,198,1322
484,-4359,-69,231,1319
485,-4371,-87,231,1310
486,-4371,-87,231,1296
487,-4326,-75,231,1286
488,-4404,-75,267,1287
489,-4404,-57,225,1281
490,-4404,-72,225,1260
491,-4404,-72,243,1231
492,-4398,-45,243,1240
493,-4428,-45,138,1274
494,-4428,-39,180,1286
495,-4398,-54,180,1312
496,-4398,-54,192,1335
497,-4380,-78,192,1344
498,-4422,-78,240,1348
499,-4422,-105,141,1351
500,-4416,-84,141,1354
501,-4416,-84,162,1350
502,-4419,-87,162,1340
503,-4398,-87,183,1330
504,-4398,-114,171,1330
505,-4386,-81,171,1340
506,-4386,-81,189,1349
507,-4401,-78,189,1352
508,-4350,-78,138,1350
509,-4350,-90,201,1347
510,-4362,-84,201,1343
511,-4362,-84,258,1342
512,-4380,-87,258,1342
513,-4404,-87,129,1347
514,-4404,-30,210,1348
515,-4404,-27,210,1353
516,-4416,-27,141,1355
517,-4416,-78,141,1351
518,-4419,-78,189,1350
519,-4419,-87,123,1346
520,-4410,-111,123,1343
521,-4410,-111,147,1338
522,-4410,-108,147,1333
523,-4377,-108,111,1327
524,-4377,-66,180,1328
525,-4398,-21,180,1325
526,-4398,-21,150,1324
527,-4425,-15,150,1322
528,-4419,-15,138,1321
529,-4419,-45,138,1321
530,-4434,-78,138,1323
531,-4434,-78,183,1327
532,-4404,-81,183,1327
533,-4401,-81,189,1327
534,-4401,-60,198,1326
535,-4404,-51,198,1325
536,-4404,-51,156,1326
537,-4437,-72,156,1326
538,-4434,-72,105,1325
539,-4434,-120,147,1330
540,-4398,-105,147,1330
541,-4398,-105,147,1331
542,-4410,-84,147,1334
543,-4383,-84,174,1336
544,-4383,-78,189,1337
545,-4380,-69,189,1338
546,-4380,-69,96,1338
547,-4401,-57,96,1341
548,-4398,-57,156,1340
549,-4398,-39,150,1340
550,-4404,-60,150,1342
551,-4404,-60,156,1343
552,-4365,-54,156,1345
553,-4410,-54,165,1345
554,-4410,-60,207,1350
555,-4407,-66,207,1351
556,-4407,-66,114,1352
557,-4377,-75,114,1351
558,-4404,-75,180,1351
559,-4404,-87,189,1352
560,-4404,-96,189,1354
561,-4404,-96,222,1356
562,-4401,-54,222,1357
563,-4416,-54,147,1361
564,-4416,-60,150,1360
565,-4380,-90,150,1359
566,-4380,-90,111,1358
567,-4425,-90,111,1356
568,-4410,-90,192,1355
569,-4410,-99,174,1353
570,-4428,-75,174,1350
571,-4428,-75,210,1352
572,-4398,-51,210,1350
573,-4389,-51,207,1348
574,-4389,-87,231,1347
575,-4380,-66,231,1345
576,-4422,-66,138,1344
577,-4422,-57,138,1343
578,-4410,-57,150,1340
579,-4410,-66,132,1342
580,-4386,-96,132,1341
581,-4395,-96,123,1339
582,-4395,-123,123,1338
583,-4371,-123,231,1337
584,-4371,-105,240,1337
585,-4389,-78,240,1338
586,-4395,-78,216,1340
587,-4395,-132,216,1345
588,-4401,-132,174,1347
589,-4401,-102,138,1347
590,-4398,-111,138,1346
591,-4386,-111,171,1346
592,-4386,-69,171,1346
593,-4398,-69,171,1346
594,-4398,-90,123,1351
595,-4425,-111,123,1350
596,-4401,-111,129,1349
597,-4401,-78,129,1349
598,-4410,-78,198,1348
599,-4410,-72,150,1348
600,-4389,-51,150,1348
601,-4428,-51,183,1348
602,-4428,-33,183,1348
603,-4380,-33,174,1352
604,-4380,-87,231,1352
605,-4419,-96,231,1350
606,-4386,-96,129,1350
607,-4386,-69,129,1348
608,-4437,-69,222,1347
609,-4437,-60,147,1345
610,-4383,-69,147,1343
611,-4383,-69,171,1346
612,-4383,-75,171,1344
613,-4416,-75,225,1341
614,-4416,-57,180,1338
615,-4440,-51,180,1335
616,-4416,-51,171,1332
617,-4416,-54,171,1330
618,-4380,-54,180,1329
619,-4380,-99,105,1327
620,-4395,-54,105,1324
621,-4395,-54,123,1327
622,-4428,-75,123,1326
623,-4410,-75,111,1323
624,-4410,-66,132,1322
625,-4419,-99,132,1322
626,-4419,-99,162,1323
627,-4398,-66,162,1326
628,-4404,-66,147,1329
629,-4404,-87,165,1336
630,-4386,-117,165,1339
631,-4386,-117,156,1341
632,-4407,-111,156,1343
633,-4398,-111,138,1345
634,-4398,-84,192,1347
635,-4440,-114,192,1348
636,-4401,-114,138,1349
637,-4401,-123,138,1354
638,-4416,-123,102,1354
639,-4416,-111,192,1353
640,-4380,-96,192,1351
641,-4383,-96,201,1350
642,-4383,-84,201,1348
643,-4398,-84,132,1347
644,-4398,-69,174,1351
645,-4422,-78,174,1351
646,-4425,-78,120,1351
647,-4425,-96,120,1351
648,-4347,-96,156,1351
649,-4347,-117,162,1351
650,-4404,-111,162,1352
651,-4419,-111,147,1353
652,-4419,-90,147,1358
653,-4389,-90,165,1357
654,-4389,-108,180,1353
655,-4410,-99,180,1348
656,-4353,-99,216,1343
657,-4353,-147,216,1337
658,-4386,-147,189,1330
659,-4386,-162,222,1325
660,-4395,-144,222,1326
661,-4371,-144,234,1325
662,-4371,-117,234,1330
663,-4386,-117,201,1332
664,-4386,-72,183,1335
665,-4383,-84,183,1338
666,-4398,-84,201,1343
667,-4398,-78,201,1350
668,-4422,-78,225,1347
669,-4422,-123,183,1343
670,-4398,-126,183,1341
671,-4425,-126,210,1340
672,-4425,-102,210,1340
673,-4407,-102,171,1337
674,-4407,-99,156,1333
675,-4410,-105,156,1334
676,-4407,-105,180,1334
677,-4407,-114,180,1339
678,-4407,-114,192,1341
679,-4407,-90,156,1339
680,-4401,-105,156,1339
681,-4386,-105,180,1342
682,-4386,-153,180,1349
683,-4395,-153,156,1350
684,-4395,-84,132,1350
685,-4395,-111,132,1348
686,-4407,-111,198,1347
687,-4407,-72,198,1345
688,-4386,-72,201,1343
689,-4386,-87,165,1341
690,-4401,-57,165,1340
691,-4410,-57,174,1344
692,-4410,-81,174,1343
693,-4428,-81,183,1343
694,-4428,-78,165,1344
695,-4419,-114,165,1345
696,-4362,-114,147,1347
697,-4362,-135,147,1347
698,-4404,-135,192,1347
699,-4404,-117,189,1352
700,-4419,-120,189,1351
701,-4404,-120,162,1349
702,-4404,-117,162,1347
703,-4398,-117,243,1345
704,-4398,-126,189,1345
705,-4419,-66,189,1347
706,-4398,-66,216,1353
707,-4398,-99,240,1352
708,-4404,-99,240,1349
709,-4404,-114,222,1346
710,-4386,-123,222,1346
711,-4425,-123,171,1346
712,-4425,-102,216,1347
713,-4380,-102,216,1347
714,-4380,-75,165,1351
715,-4383,-81,165,1350
716,-4416,-81,225,1346
717,-4416,-186,210,1341
718,-4368,-186,210,1343
719,-4368,-120,192,1343
720,-4404,-132,192,1342
721,-4389,-132,225,1338
722,-4389,-123,225,1336
723,-4395,-123,198,1343
724,-4395,-117,147,1347
725,-4395,-78,147,1348
726,-4395,-78,165,1348
727,-4395,-87,165,1345
728,-4407,-87,207,1342
729,-4407,-117,210,1340
730,-4410,-102,210,1341
731,-4401,-102,189,1347
732,-4401,-81,189,1346
733,-4422,-81,156,1345
734,-4422,-69,183,1343
735,-4419,-78,183,1341
736,-4401,-78,198,1339
737,-4401,-111,198,1334
738,-4419,-111,162,1328
739,-4419,-102,207,1329
740,-4425,-96,207,1325
741,-4389,-96,189,1324
742,-4389,-99,189,1325
743,-4410,-99,174,1326
744,-4410,-132,156,1329
745,-4395,-120,156,1330
746,-4386,-120,174,1332
747,-4386,-114,174,1338
748,-4383,-114,138,1339
749,-4383,-114,150,1338
750,-4371,-120,150,1337
751,-4368,-120,261,1336
752,-4368,-96,261,1336
753,-4389,-96,180,1335
754,-4389,-108,261,1340
755,-4371,-144,261,1338
756,-4341,-144,231,1338
757,-4341,-123,189,1336
758,-4365,-123,189,1334
759,-4365,-105,231,1333
760,-4377,-72,231,1333
761,-4401,-72,225,1333
762,-4401,-69,156,1333
763,-4422,-69,156,1338
764,-4422,-99,258,1338
765,-4416,-141,258,1338
766,-4365,-141,198,1339
767,-4365,-177,189,1339
768,-4383,-177,189,1338
769,-4383,-216,189,1338
770,-4377,-207,189,1337
771,-4437,-207,192,1341
772,-4437,-171,189,1340
773,-4410,-171,189,1339
774,-4410,-111,180,1338
775,-4422,-96,180,1337
776,-4419,-96,132,1337
777,-4419,-108,114,1336
778,-4404,-108,114,1336
779,-4404,-114,141,1340
780,-4386,-132,141,1340
781,-4377,-132,174,1338
782,-4377,-153,231,1337
783,-4401,-153,231,1335
784,-4401,-141,183,1333
785,-4401,-186,183,1330
786,-4422,-186,201,1330
787,-4422,-162,192,1334
788,-4395,-162,192,1335
789,-4395,-171,156,1336
790,-4410,-195,156,1338
791,-4419,-195,156,1340
792,-4419,-204,165,1341
793,-4329,-204,165,1341
794,-4329,-162,165,1339
795,-4395,-174,165,1340
796,-4383,-174,162,1337
797,-4383,-177,216,1337
798,-4428,-177,216,1337
799,-4428,-180,141,1336
800,-4422,-153,141,1333
801,-4395,-153,201,1332
802,-4395,-144,162,1331
803,-4410,-144,162,1336
804,-4410,-135,114,1338
805,-4416,-171,114,1340
806,-4365,-171,120,1344
807,-4365,-213,141,1346
808,-4359,-213,141,1346
809,-4359,-198,123,1344
810,-4407,-177,123,1343
811,-4407,-177,105,1346
812,-4407,-171,129,1344
813,-4419,-171,129,1343
814,-4419,-186,87,1342
815,-4395,-177,87,1341
816,-4395,-177,102,1341
817,-4395,-141,165,1341
818,-4395,-141,165,1341
819,-4395,-141,165,1341
820,-4398,-144,165,1345
821,-4368,-144,156,1343
822,-4368,-111,180,1341
823,-4386,-111,180,1338
824,-4386,-135,270,1336
825,-4362,-198,270,1335
826,-4386,-198,252,1334
827,-4386,-189,222,1333
828,-4395,-189,222,1338
829,-4395,-162,216,1341
830,-4434,-171,216,1345
831,-4407,-171,102,1345
832,-4407,-105,171,1341
833,-4422,-105,171,1338
834,-4422,-81,141,1333
835,-4407,-159,141,1331
836,-4353,-159,120,1334
837,-4353,-201,96,1336
838,-4386,-201,96,1339
839,-4386,-207,114,1342
840,-4398,-174,114,1344
841,-4365,-174,216,1343
842,-4365,-162,180,1342
843,-4398,-162,180,1339
844,-4398,-180,96,1343
845,-4416,-177,96,1340
846,-4395,-177,147,1338
847,-4395,-168,222,1335
848,-4398,-168,222,1333
849,-4398,-174,222,1332
850,-4395,-174,222,1331
851,-4395,-174,171,1329
852,-4395,-144,192,1333
853,-4401,-144,192,1332
854,-4401,-81,207,1331
855,-4446,-18,207,1330
856,-4440,-18,141,1329
857,-4440,-6,141,1328
858,-4395,-6,141,1328
859,-4395,-78,147,1327
860,-4380,-117,147,1332
861,-4389,-117,267,1331
862,-4389,-75,165,1330
863,-4389,-75,165,1330
864,-4389,-111,249,1330
865,-4362,-129,249,1330
866,-4347,-129,282,1330
867,-4347,-141,141,1335
868,-4395,-141,141,1336
869,-4395,-123,192,1337
870,-4410,-132,192,1339
871,-4425,-132,147,1342
872,-4425,-120,138,1343
873,-4410,-120,138,1343
874,-4410,-159,156,1342
875,-4419,-147,156,1344
876,-4416,-147,165,1342
877,-4416,-108,105,1341
878,-4476,-108,105,1340
879,-4476,-84,150,1339
880,-4425,-120,150,1337
881,-4386,-120,138,1336
882,-4386,-105,180,1336
883,-4404,-111,180,1340
884,-4404,-111,231,1341
885,-4341,-129,231,1340
886,-4347,-129,165,1340
887,-4347,-144,180,1339
888,-4395,-69,180,1338
889,-4395,-69,225,1337
890,-4386,-84,225,1336
891,-4365,-84,192,1341
892,-4365,-111,171,1340
893,-4362,-66,171,1339
894,-4362,-66,174,1339
895,-4428,-27,174,1339
896,-4434,-27,171,1339
897,-4434,-24,111,1338
898,-4419,-57,111,1336
899,-4419,-57,123,1339
900,-4425,-42,123,1339
901,-4383,-42,165,1337
902,-4383,-51,192,1337
903,-4395,-60,192,1340
904,-4395,-60,123,1339
905,-4380,-132,123,1334
906,-4368,-132,105,1332
907,-4368,-159,147,1337
908,-4353,-177,147,1341
909,-4353,-177,207,1342
910,-4416,-165,207,1337
911,-4389,-165,96,1336
912,-4389,-132,156,1342
913,-4383,-132,156,1346
914,-4383,-78,201,1307
915,-4383,-90,201,1337
916,-4383,-90,285,1332
917,-4353,-117,285,1311
918,-4386,-117,207,1335
919,-4386,-153,207,1336
920,-4407,-153,180,1340
921,-4407,-123,174,1346
922,-4398,-123,174,1310
923,-4398,-81,141,1331
924,-4359,-96,141,1308
925,-4437,-96,165,1282
926,-4437,-78,192,1267
927,-4446,-78,192,1257
928,-4446,-90,150,1257
929,-4410,-120,150,1261
930,-4395,-120,147,1272
931,-4395,-135,132,1290
932,-4410,-135,132,1303
933,-4410,-117,180,1311
934,-4458,-87,180,1317
935,-4446,-87,147,1326
936,-4446,-129,183,1340
937,-4410,-129,183,1344
938,-4410,-150,198,1346
939,-4395,-159,198,1353
940,-4383,-159,216,1354
941,-4383,-126,141,1355
942,-4380,-126,141,1355
943,-4380,-129,201,1357
944,-4365,-90,201,1356
945,-4386,-90,183,1355
946,-4386,-78,240,1354
947,-4386,-108,240,1358
948,-4386,-108,147,1357
949,-4383,-87,147,1355
950,-4404,-87,198,1353
951,-4404,-96,225,1351
952,-4389,-84,225,1346
953,-4389,-84,216,1346
954,-4371,-72,216,1347
955,-4407,-72,201,1349
956,-4407,-105,222,1354
957,-4428,-81,222,1346
958,-4428,-81,198,1332
959,-4410,-72,198,1327
960,-4407,-72,174,1336
961,-4407,-78,123,1343
962,-4398,-63,123,1344
963,-4398,-63,141,1346
964,-4395,-108,141,1341
965,-4380,-108,114,1333
966,-4380,-162,132,1332
967,-4410,-108,132,1340
968,-4410,-108,252,1345
969,-4404,-135,252,1345
970,-4398,-135,147,1348
971,-4398,-123,249,1352
972,-4446,-135,249,1358
973,-4446,-135,141,1352
974,-4440,-174,141,1349
975,-4434,-174,207,1352
976,-4434,-126,141,1354
977,-4407,-102,141,1353
978,-4407,-102,207,1352
979,-4380,-114,207,1358
980,-4380,-114,150,1356
981,-4380,-147,96,1352
982,-4404,-168,96,1350
983,-4404,-168,183,1348
984,-4395,-144,183,1347
985,-4386,-144,141,1345
986,-4386,-129,150,1343
987,-4395,-87,150,1349
988,-4395,-87,189,1351
989,-4419,-90,189,1353
990,-4452,-90,171,1353
991,-4452,-111,150,1351
992,-4458,-117,150,1350
993,-4458,-117,225,1350
994,-4446,-81,225,1349
